Round,Cohort,Age,Cage,Mouse_ID,earPunch,Sex,Trial,cFOS,Time_Void1,Time_Void2,Latency,Sac_time,cFOS_time,Weight,Date,Time,Exp,Start,End,trialDur,arenaSize,arenaColor,60m_voids,75m_voids,90m_voids,Fecal,fileName,TrueZero,Chewed,PhotoShop,CSV
1,6,Young,84,84_1,1,F,5,Y,6:18:00 AM,6:32:00 AM,00:12,6:50:00 AM,32,23.6,11/2/2023,light,DT,6:06:00 AM,6:33:00 AM,00:27,"8"" x 10""",White,,,,8,20231102_06.06_C6_084_01_F_VSA.tiff,,,,20231102_06.06_C6_084_01_F_VSA.csv
1,6,Young,84,84_2,2,F,1,,,,,,,,10/30/2023,dark,DT,5:59:00 PM,7:29:00 PM,01:30,"8"" x 10""",White,,,,3,20231030_17.59_C6_084_02_F_VSA.tiff,,,,20231030_17.59_C6_084_02_F_VSA.csv
1,6,Young,84,84_2,2,F,2,,,,,,,,10/31/2023,light,DT,6:14:00 AM,7:44:00 AM,01:30,"8"" x 10""",White,,,,23,20231031_06.14_C6_084_02_F_VSA.tiff,,,,20231031_06.14_C6_084_02_F_VSA.csv
1,6,Young,84,84_2,2,F,4,,,,,,,,11/1/2023,dark,DT,7:35:00 PM,9:05:00 PM,01:30,"8"" x 10""",White,,,,3,20231101_19.35_C6_084_02_F_VSA.tiff,,,,20231101_19.35_C6_084_02_F_VSA.csv
1,6,Young,84,84_2,2,F,3,,,,,,,,11/1/2023,light,DT,6:47:00 AM,8:18:00 AM,01:31,"8"" x 10""",White,,,,15,20231101_06.47_C6_084_02_F_VSA.tiff,,,,20231101_06.47_C6_084_02_F_VSA.csv
1,6,Young,84,84_2,2,F,5,Y,6:27:00 PM,,00:22,6:57:00 PM,30,23.4,11/3/2023,dark,DT,6:05:00 PM,6:42:00 PM,00:37,"8"" x 10""",White,,,,4,20231103_18.05_C6_084_02_F_VSA.tiff,,,,20231103_18.05_C6_084_02_F_VSA.csv
1,6,Young,84,84_3,3,F,1,,,,,,,,10/30/2023,dark,DT,7:29:00 PM,8:59:00 PM,01:30,"8"" x 10""",White,,,,13,20231030_19.29_C6_084_03_F_VSA.tiff,,,,20231030_19.29_C6_084_03_F_VSA.csv
1,6,Young,84,84_3,3,F,2,,,,,,,,10/31/2023,light,DT,6:15:00 AM,7:45:00 AM,01:30,"8"" x 10""",White,,,,12,20231031_06.15_C6_084_03_F_VSA.tiff,,,,20231031_06.15_C6_084_03_F_VSA.csv
1,6,Young,84,84_3,3,F,3,,,,,,,,11/1/2023,dark,DT,6:00:00 PM,7:30:00 PM,01:30,"8"" x 10""",White,,,,15,20231101_18.00_C6_084_03_F_VSA.tiff,,,,20231101_18.00_C6_084_03_F_VSA.csv
1,6,Young,84,84_3,3,F,4,,,,,,,,11/1/2023,light,DT,6:47:00 AM,8:18:00 AM,01:31,"8"" x 10""",White,,,,7,20231101_06.47_C6_084_03_F_VSA.tiff,,,,20231101_06.47_C6_084_03_F_VSA.csv
1,6,Young,84,84_3,3,F,5,Y,6:09:00 AM,,00:03,6:39:00 AM,30,23.3,11/2/2023,light,DT,6:06:00 AM,6:29:00 AM,00:23,"8"" x 10""",White,,,,5,20231102_06.06_C6_084_03_F_VSA.tiff,,,,20231102_06.06_C6_084_03_F_VSA.csv
1,6,Young,84,84_4,4,F,1,,,,,,,,10/30/2023,dark,DT,7:29:00 PM,8:59:00 PM,01:30,"8"" x 10""",White,,,,12,20231030_19.29_C6_084_04_F_VSA.tiff,,,,20231030_19.29_C6_084_04_F_VSA.csv
1,6,Young,84,84_4,4,F,2,,,,,,,,10/31/2023,light,DT,6:14:00 AM,7:46:00 AM,01:32,"8"" x 10""",White,,,,22,20231031_06.14_C6_084_04_F_VSA.tiff,,,,20231031_06.14_C6_084_04_F_VSA.csv
1,6,Young,84,84_4,4,F,3,,,,,,,,11/1/2023,dark,DT,6:01:00 PM,7:31:00 PM,01:30,"8"" x 10""",White,,,,6,20231101_18.01_C6_084_04_F_VSA.tiff,,,,20231101_18.01_C6_084_04_F_VSA.csv
1,6,Young,84,84_4,4,F,4,,,,,,,,11/1/2023,light,DT,6:46:00 AM,8:18:00 AM,01:32,"8"" x 10""",White,,,,15,20231101_06.46_C6_084_04_F_VSA.tiff,,,,20231101_06.46_C6_084_04_F_VSA.csv
1,6,Young,84,84_4,4,F,5,Y,6:50:00 PM,,00:45,7:19:00 PM,29,20.3,11/3/2023,dark,DT,6:05:00 PM,7:05:00 PM,01:00,"8"" x 10""",White,,,,6,20231103_18.05_C6_084_04_F_VSA.tiff,,,,20231103_18.05_C6_084_04_F_VSA.csv
1,6,Young,85,85_5,5,F,1,,,,,,,,10/30/2023,dark,DT,6:00:00 PM,7:30:00 PM,01:30,"8"" x 10""",White,,,,5,20231030_18.00_C6_085_05_F_VSA.tiff,,,,20231030_18.00_C6_085_05_F_VSA.csv
1,6,Young,85,85_5,5,F,2,,,,,,,,10/31/2023,light,DT,7:55:00 AM,9:27:00 AM,01:32,"8"" x 10""",White,,,,19,20231031_07.55_C6_085_05_F_VSA.tiff,,,,20231031_07.55_C6_085_05_F_VSA.csv
1,6,Young,85,85_5,5,F,3,,,,,,,,11/1/2023,dark,DT,7:30:00 PM,9:00:00 PM,01:30,"8"" x 10""",White,,,,10,20231101_19.30_C6_085_05_F_VSA.tiff,,,,20231101_19.30_C6_085_05_F_VSA.csv
1,6,Young,85,85_5,5,F,4,,,,,,,,11/1/2023,light,DT,8:23:00 AM,9:53:00 AM,01:30,"8"" x 10""",White,,,,10,20231101_08.23_C6_085_05_F_VSA.tiff,,,,20231101_08.23_C6_085_05_F_VSA.csv
1,6,Young,85,85_5,5,F,5,Y,6:52:00 AM,,00:44,7:22:00 AM,30,23.5,11/2/2023,light,DT,6:08:00 AM,7:07:00 AM,00:59,"8"" x 10""",White,,,,7,20231102_06.08_C6_085_05_F_VSA.tiff,,,,20231102_06.08_C6_085_05_F_VSA.csv
1,6,Young,85,85_6,6,F,1,,,,,,,,10/30/2023,dark,DT,6:01:00 PM,7:31:00 PM,01:30,"8"" x 10""",White,,,,8,20231030_18.01_C6_085_06_F_VSA.tiff,,,,20231030_18.01_C6_085_06_F_VSA.csv
1,6,Young,85,85_6,6,F,2,,,,,,,,10/31/2023,light,DT,7:56:00 AM,9:27:00 AM,01:31,"8"" x 10""",White,,,,2,20231031_07.56_C6_085_06_F_VSA.tiff,,,,20231031_07.56_C6_085_06_F_VSA.csv
1,6,Young,85,85_6,6,F,3,,,,,,,,11/1/2023,dark,DT,7:30:00 PM,9:00:00 PM,01:30,"8"" x 10""",White,,,,16,20231101_19.30_C6_085_06_F_VSA.tiff,,,,20231101_19.30_C6_085_06_F_VSA.csv
1,6,Young,85,85_6,6,F,4,,,,,,,,11/1/2023,light,DT,8:23:00 AM,9:53:00 AM,01:30,"8"" x 10""",White,,,,11,20231101_08.23_C6_085_06_F_VSA.tiff,,,,20231101_08.23_C6_085_06_F_VSA.csv
1,6,Young,85,85_6,6,F,5,Y,6:53:00 PM,,00:46,7:23:00 PM,,24.1,11/3/2023,dark,DT,6:07:00 PM,7:08:00 PM,01:01,"8"" x 10""",White,,,,4,20231103_18.07_C6_085_06_F_VSA.tiff,,,,20231103_18.07_C6_085_06_F_VSA.csv
1,6,Young,85,85_7,7,F,1,,,,,,,,10/30/2023,dark,DT,7:34:00 PM,9:04:00 PM,01:30,"8"" x 10""",White,,,,6,20231030_19.34_C6_085_07_F_VSA.tiff,,,Y,20231030_19.34_C6_085_07_F_VSA_ps.csv
1,6,Young,85,85_7,7,F,2,,,,,,,,10/31/2023,light,DT,7:55:00 AM,9:29:00 AM,01:34,"8"" x 10""",White,,,,9,20231031_07.55_C6_085_07_F_VSA.tiff,,,,20231031_07.55_C6_085_07_F_VSA.csv
1,6,Young,85,85_7,7,F,3,,,,,,,,11/1/2023,dark,DT,5:59:00 PM,7:29:00 PM,01:30,"8"" x 10""",White,,,,5,20231101_17.59_C6_085_07_F_VSA.tiff,,,,20231101_17.59_C6_085_07_F_VSA.csv
1,6,Young,85,85_7,7,F,4,,,,,,,,11/1/2023,light,DT,8:23:00 AM,9:54:00 AM,01:31,"8"" x 10""",White,,,,15,20231101_08.23_C6_085_07_F_VSA.tiff,,,,20231101_08.23_C6_085_07_F_VSA.csv
1,6,Young,85,85_7,7,F,5,Y,6:45:00 AM,,00:37,7:15:00 AM,30,23.4,11/2/2023,light,DT,6:08:00 AM,7:00:00 AM,00:52,"8"" x 10""",White,,,,7,20231102_06.08_C6_085_07_F_VSA.tiff,,,,20231102_06.08_C6_085_07_F_VSA.csv
1,6,Young,85,85_8,8,F,1,,,,,,,,10/30/2023,dark,DT,7:34:00 PM,9:04:00 PM,01:30,"8"" x 10""",White,,,,9,20231030_19.34_C6_085_08_F_VSA.tiff,,,,20231030_19.34_C6_085_08_F_VSA.csv
1,6,Young,85,85_8,8,F,2,,,,,,,,10/31/2023,light,DT,7:54:00 AM,9:28:00 AM,01:34,"8"" x 10""",White,,,,13,20231031_07.54_C6_085_08_F_VSA.tiff,,,,20231031_07.54_C6_085_08_F_VSA.csv
1,6,Young,85,85_8,8,F,3,,,,,,,,11/1/2023,dark,DT,5:59:00 PM,7:29:00 PM,01:30,"8"" x 10""",White,,,,7,20231101_17.59_C6_085_08_F_VSA.tiff,,,,20231101_17.59_C6_085_08_F_VSA.csv
1,6,Young,85,85_8,8,F,4,,,,,,,,11/1/2023,light,DT,8:22:00 AM,9:54:00 AM,01:32,"8"" x 10""",White,,,,9,20231101_08.22_C6_085_08_F_VSA.tiff,,,,20231101_08.22_C6_085_08_F_VSA.csv
1,6,Young,85,85_8,8,F,5,Y,7:14:00 PM,,01:06,7:44:00 PM,30,21.1,11/3/2023,dark,DT,6:08:00 PM,7:29:00 PM,01:21,"8"" x 10""",White,,,,9,20231103_18.08_C6_085_08_F_VSA.tiff,,,,20231103_18.08_C6_085_08_F_VSA.csv
2,8,Young,86,86_0,0,M,2,,,,,,,,5/7/2024,dark,DT,6:25:00 PM,7:51:00 PM,01:26,"8"" x 10""",White,,,,4,20240507_18.25_C8_086_00_M_VSA.tiff,Y,,,
2,8,Young,86,86_0,0,M,1,,,,,,,,5/7/2024,light,DT,6:19:00 AM,7:51:00 AM,01:32,"8"" x 10""",White,,,,20,20240507_06.19_C8_086_00_M_VSA.tiff,,,,20240507_06.19_C8_086_00_M_VSA.csv
2,8,Young,86,86_0,0,M,4,,,,,,,,5/8/2024,dark,DT,5:48:00 PM,7:18:00 PM,01:30,"8"" x 10""",White,,,,3,20240508_17.48_C8_086_00_M_VSA.tiff,Y,,,
2,8,Young,86,86_0,0,M,3,,,,,,,,5/8/2024,light,NB,6:42:00 AM,8:15:00 AM,01:33,"8"" x 10""",White,,,,21,20240508_06.42_C8_086_00_M_VSA.tiff,,,,20240508_06.42_C8_086_00_M_VSA.csv
2,8,Young,86,86_0,0,M,5,Y,6:51:00 PM,,00:57,7:21:00 PM,30,30.3,6/2/2024,dark,DT,5:54:00 PM,7:06:00 PM,01:12,"8"" x 10""",White,,,,0,20240602_17.54_C8_86_0_M_VSA.tiff,,,,20240602_17.54_C8_86_0_M_VSA.csv
2,8,Young,86,86_1,1,M,2,,,,,,,,5/7/2024,dark,DT,6:25:00 PM,7:51:00 PM,01:26,"8"" x 10""",White,,,,10,20240507_18.25_C8_086_01_M_VSA.tiff,,,,20240507_18.25_C8_086_01_M_VSA.csv
2,8,Young,86,86_1,1,M,1,,,,,,,,5/7/2024,light,DT,6:19:00 AM,7:51:00 AM,01:32,"8"" x 10""",White,,,,17,20240507_06.19_C8_086_01_M_VSA.tiff,,,,20240507_06.19_C8_086_01_M_VSA.csv
2,8,Young,86,86_1,1,M,4,,,,,,,,5/8/2024,dark,DT,5:47:00 PM,7:17:00 PM,01:30,"8"" x 10""",White,,,,2,20240508_17.47_C8_086_01_M_VSA.tiff,,,,20240508_17.47_C8_086_01_M_VSA.csv
2,8,Young,86,86_1,1,M,3,,,,,,,,5/8/2024,light,NB,6:42:00 AM,8:15:00 AM,01:33,"8"" x 10""",White,,,,27,20240508_06.42_C8_086_01_M_VSA.tiff,,Y,Y,20240508_06.42_C8_086_01_M_VSA_ps.csv
2,8,Young,86,86_1,1,M,5,Y,6:22:00 AM,,00:25,6:52:00 AM,30,29.7,6/3/2024,light,DT,5:57:00 AM,6:37:00 AM,00:40,"8"" x 10""",White,,,,13,20240603_05.57_C8_86_1_M_VSA.tiff,,,,20240603_05.57_C8_86_1_M_VSA.csv
2,8,Young,86,86_2,2,M,2,,,,,,,,5/7/2024,dark,DT,6:25:00 PM,7:51:00 PM,01:26,"8"" x 10""",White,,,,14,20240507_18.25_C8_086_02_M_VSA.tiff,,,,20240507_18.25_C8_086_02_M_VSA.csv
2,8,Young,86,86_2,2,M,1,,,,,,,,5/7/2024,light,DT,6:19:00 AM,7:51:00 AM,01:32,"8"" x 10""",White,,,,23,20240507_06.19_C8_086_02_M_VSA.tiff,,,,20240507_06.19_C8_086_02_M_VSA.csv
2,8,Young,86,86_2,2,M,4,,,,,,,,5/8/2024,dark,DT,5:48:00 PM,7:18:00 PM,01:30,"8"" x 10""",White,,,,9,20240508_17.48_C8_086_02_M_VSA.tiff,,,,20240508_17.48_C8_086_02_M_VSA.csv
2,8,Young,86,86_2,2,M,3,,,,,,,,5/8/2024,light,NB,6:42:00 AM,8:15:00 AM,01:33,"8"" x 10""",White,,,,24,20240508_06.42_C8_086_02_M_VSA.tiff,,,,20240508_06.42_C8_086_02_M_VSA.csv
2,8,Young,86,86_2,2,M,5,Y,6:22:00 AM,,00:25,6:52:00 AM,30,31.9,6/3/2024,light,DT,5:57:00 AM,6:37:00 AM,00:40,"8"" x 10""",White,,,,9,20240603_05.57_C8_86_2_M_VSA.tiff,,,,20240603_05.57_C8_86_2_M_VSA.csv
2,8,Young,87,87_3,3,M,1,,,,,,,,5/7/2024,dark,DT,6:30:00 PM,7:57:00 PM,01:27,"8"" x 10""",White,,,,4,20240507_18.30_C8_087_03_M_VSA.tiff,,,,20240507_18.30_C8_087_03_M_VSA.csv
2,8,Young,87,87_3,3,M,3,,,,,,,,5/8/2024,dark,DT,5:50:00 PM,7:20:00 PM,01:30,"8"" x 10""",White,,,,7,20240508_17.50_C8_087_03_M_VSA.tiff,Y,,,
2,8,Young,87,87_3,3,M,2,,,,,,,,5/8/2024,light,NB,6:40:00 AM,8:15:00 AM,01:35,"8"" x 10""",White,,,,22,20240508_06.40_C8_087_03_M_VSA.tiff,,,,20240508_06.40_C8_087_03_M_VSA.csv
2,8,Young,87,87_3,3,M,4,,,,,,,,5/9/2024,light,DT,6:21:00 AM,7:51:00 AM,01:30,"8"" x 10""",White,,,,28,20240509_06.21_C8_087_03_M_VSA.tiff,,,,20240509_06.21_C8_087_03_M_VSA.csv
2,8,Young,87,87_3,3,M,5,Y,6:41:00 AM,,00:40,7:11:00 AM,30,27.1,6/4/2024,light,DT,6:01:00 AM,6:56:00 AM,00:55,"8"" x 10""",White,,,,22,20240604_06.01_C8_87_3_M_VSA.tiff,,,,20240604_06.01_C8_87_3_M_VSA.csv
2,8,Young,87,87_4,4,M,1,,,,,,,,5/7/2024,dark,DT,6:30:00 PM,7:57:00 PM,01:27,"8"" x 10""",White,,,,2,20240507_18.30_C8_087_04_M_VSA.tiff,,,,20240507_18.30_C8_087_04_M_VSA.csv
2,8,Young,87,87_4,4,M,3,,,,,,,,5/8/2024,dark,DT,5:50:00 PM,7:20:00 PM,01:30,"8"" x 10""",White,,,,5,20240508_17.50_C8_087_04_M_VSA.tiff,,,,20240508_17.50_C8_087_04_M_VSA.csv
2,8,Young,87,87_4,4,M,2,,,,,,,,5/8/2024,light,NB,6:40:00 AM,8:15:00 AM,01:35,"8"" x 10""",White,,,,8,20240508_06.40_C8_087_04_M_VSA.tiff,,,,20240508_06.40_C8_087_04_M_VSA.csv
2,8,Young,87,87_4,4,M,4,,,,,,,,5/9/2024,light,DT,6:21:00 AM,7:51:00 AM,01:30,"8"" x 10""",White,,,,21,20240509_06.21_C8_087_04_M_VSA.tiff,,,,20240509_06.21_C8_087_04_M_VSA.csv
2,8,Young,87,87_4,4,M,5,Y,,,,8:36:00 PM,,24.0,6/3/2024,dark,DT,5:53:00 PM,8:30:00 PM,02:37,"8"" x 10""",White,,,,0,20240603_17.53_C8_87_4_M_VSA.tiff,Y,,,
2,8,Young,87,87_5,5,M,1,,,,,,,,5/7/2024,dark,DT,6:31:00 PM,7:57:00 PM,01:26,"8"" x 10""",White,,,,9,20240507_18.31_C8_087_05_M_VSA.tiff,,,,20240507_18.31_C8_087_05_M_VSA.csv
2,8,Young,87,87_5,5,M,3,,,,,,,,5/8/2024,dark,DT,5:50:00 PM,7:20:00 PM,01:30,"8"" x 10""",White,,,,8,20240508_17.50_C8_087_05_M_VSA.tiff,,,,20240508_17.50_C8_087_05_M_VSA.csv
2,8,Young,87,87_5,5,M,2,,,,,,,,5/8/2024,light,NB,6:40:00 AM,8:15:00 AM,01:35,"8"" x 10""",White,,,,18,20240508_06.40_C8_087_05_M_VSA.tiff,,,,20240508_06.40_C8_087_05_M_VSA.csv
2,8,Young,87,87_5,5,M,4,,,,,,,,5/9/2024,light,DT,6:21:00 AM,7:51:00 AM,01:30,"8"" x 10""",White,,,,12,20240509_06.21_C8_087_05_M_VSA.tiff,,,,20240509_06.21_C8_087_05_M_VSA.csv
2,8,Young,87,87_5,5,M,5,Y,,,,8:36:00 PM,,22.2,6/3/2024,dark,DT,5:53:00 PM,8:30:00 PM,02:37,"8"" x 10""",White,,,,1,20240603_17.53_C8_87_05_M_VSA.tiff,Y,,,
2,8,Young,88,88_0,0,F,2,,,,,,,,5/9/2024,dark,TR,6:11:00 PM,7:41:00 PM,01:30,"8"" x 10""",White,,,,5,20240509_18.11_C8_088_00_F_VSA.tiff,,Y,,20240509_18.11_C8_088_00_F_VSA.csv
2,8,Young,88,88_0,0,F,1,,,,,,,,5/9/2024,light,DT,6:23:00 AM,7:53:00 AM,01:30,"8"" x 10""",White,,,,9,20240509_06.23_C8_088_00_F_VSA.tiff,,Y,Y,20240509_06.23_C8_088_00_F_VSA_ps.csv
2,8,Young,88,88_0,0,F,4,,,,,,,,5/10/2024,dark,NB,6:07:00 PM,7:37:00 PM,01:30,"8"" x 10""",White,,,,6,20240510_18.07_C8_088_00_F_VSA.tiff,,,,20240510_18.07_C8_088_00_F_VSA.csv
2,8,Young,88,88_0,0,F,3,,,,,,,,5/10/2024,light,TR,6:08:00 AM,7:38:00 AM,01:30,"8"" x 10""",White,,,,17,20240510_06.08_C8_088_00_F_VSA.tiff,,Y,,20240510_06.08_C8_088_00_F_VSA.csv
2,8,Young,88,88_0,0,F,5,Y,7:13:00 AM,,01:11,7:43:00 AM,30,23.7,6/6/2024,light,DT,6:02:00 AM,7:28:00 AM,01:26,"8"" x 10""",White,,,,9,20240606_06.02_C8_88_0_F_VSA.tiff,,,,20240606_06.02_C8_88_0_F_VSA.csv
2,8,Young,88,88_1,1,F,2,,,,,,,,5/9/2024,dark,TR,6:11:00 PM,7:41:00 PM,01:30,"8"" x 10""",White,,,,3,20240509_18.11_C8_088_01_F_VSA.tiff,,,,20240509_18.11_C8_088_01_F_VSA.csv
2,8,Young,88,88_1,1,F,1,,,,,,,,5/9/2024,light,DT,6:23:00 AM,7:53:00 AM,01:30,"8"" x 10""",White,,,,9,20240509_06.23_C8_088_01_F_VSA.tiff,,,,20240509_06.23_C8_088_01_F_VSA.csv
2,8,Young,88,88_1,1,F,4,,,,,,,,5/10/2024,dark,NB,6:08:00 PM,7:38:00 PM,01:30,"8"" x 10""",White,,,,4,20240510_18.08_C8_088_01_F_VSA.tiff,,,,20240510_18.08_C8_088_01_F_VSA.csv
2,8,Young,88,88_1,1,F,3,,,,,,,,5/10/2024,light,TR,6:08:00 AM,7:38:00 AM,01:30,"8"" x 10""",White,,,,9,20240510_06.08_C8_088_01_F_VSA.tiff,,,,20240510_06.08_C8_088_01_F_VSA.csv
2,8,Young,88,88_1,1,F,5,Y,6:33:00 AM,,00:30,7:03:00 AM,30,23.0,6/6/2024,light,DT,6:03:00 AM,6:48:00 AM,00:45,"8"" x 10""",White,,,,6,20240606_06.03_C8_88_1_F_VSA.tiff,,,,20240606_06.03_C8_88_1_F_VSA.csv
2,8,Young,88,88_2,2,F,2,,,,,,,,5/9/2024,dark,TR,6:10:00 PM,7:40:00 PM,01:30,"8"" x 10""",White,,,,7,20240509_18.10_C8_088_02_F_VSA.tiff,,,,20240509_18.10_C8_088_02_F_VSA.csv
2,8,Young,88,88_2,2,F,1,,,,,,,,5/9/2024,light,DT,6:23:00 AM,7:53:00 AM,01:30,"8"" x 10""",White,,,,12,20240509_06.23_C8_088_02_F_VSA.tiff,,,,20240509_06.23_C8_088_02_F_VSA.csv
2,8,Young,88,88_2,2,F,4,,,,,,,,5/10/2024,dark,NB,6:07:00 PM,7:37:00 PM,01:30,"8"" x 10""",White,,,,14,20240510_18.07_C8_088_02_F_VSA.tiff,,,,20240510_18.07_C8_088_02_F_VSA.csv
2,8,Young,88,88_2,2,F,3,,,,,,,,5/10/2024,light,TR,6:08:00 AM,7:38:00 AM,01:30,"8"" x 10""",White,,,,10,20240510_06.08_C8_088_02_F_VSA.tiff,,,,20240510_06.08_C8_088_02_F_VSA.csv
2,8,Young,88,88_2,2,F,5,Y,6:39:00 PM,,00:47,7:09:00 PM,30,22.3,6/5/2024,dark,DT,5:52:00 PM,6:53:00 PM,01:01,"8"" x 10""",White,,,,2,20240605_17.52_C8_88_2_F_VSA.tiff,,,,20240605_17.52_C8_88_2_F_VSA.csv
2,9,Old,1106,1032,1032,F,1,,,,,,,,5/13/2024,light,TR,6:34:00 AM,8:00:00 AM,01:26,"8"" x 10""",White,,,,12,20240513_06.34_C9_1106_1032_F_VSA.tiff,,,,20240513_06.34_C9_1106_1032_F_VSA.csv
2,9,Old,1106,1032,1032,F,3,,,,,,,,5/14/2024,dark,NB,5:57:00 PM,7:57:00 PM,02:00,"8"" x 10""",White,,,,15,20240514_17.57_C9_1106_1032_F_VSA.tiff,,,,20240514_17.57_C9_1106_1032_F_VSA.csv
2,9,Old,1106,1032,1032,F,2,,,,,,,,5/14/2024,light,TR,6:09:00 AM,7:29:00 AM,01:20,"8"" x 10""",White,,,,16,20240514_06.09_C9_1106_1032_F_VSA.tiff,,,,20240514_06.09_C9_1106_1032_F_VSA.csv
2,9,Old,1106,1032,1032,F,4,,,,,,,,5/15/2024,dark,DT,5:56:00 PM,7:26:00 PM,01:30,"8"" x 10""",White,,,,7,20240515_17.56_C9_1106_1033_F_VSA.tiff,,,,20240515_17.56_C9_1106_1033_F_VSA.csv
2,9,Old,1106,1032,1032,F,5,Y,8:00:00 PM,,01:36,8:30:00 PM,30,30.6,6/4/2024,dark,DT,6:24:00 PM,8:15:00 PM,01:51,"8"" x 10""",White,,,,9,20240604_18.24_C9_1106_1032_F_VSA.tiff,,,,20240604_18.24_C9_1106_1032_F_VSA.csv
2,9,Old,1106,1033,1033,F,1,,,,,,,,5/13/2024,light,TR,6:34:00 AM,8:00:00 AM,01:26,"8"" x 10""",White,,,,15,20240513_06.34_C9_1106_1033_F_VSA.tiff,,,,20240513_06.34_C9_1106_1033_F_VSA.csv
2,9,Old,1106,1033,1033,F,3,,,,,,,,5/14/2024,dark,NB,5:57:00 PM,7:57:00 PM,02:00,"8"" x 10""",White,,,,9,20240514_17.57_C9_1106_1033_F_VSA.tiff,,,,20240514_17.57_C9_1106_1033_F_VSA.csv
2,9,Old,1106,1033,1033,F,2,,,,,,,,5/14/2024,light,TR,6:09:00 AM,7:29:00 AM,01:20,"8"" x 10""",White,,,,15,20240514_06.09_C9_1106_1033_F_VSA.tiff,,,,20240514_06.09_C9_1106_1033_F_VSA.csv
2,9,Old,1106,1033,1033,F,4,,,,,,,,5/15/2024,dark,DT,5:56:00 PM,7:26:00 PM,01:30,"8"" x 10""",White,,,,4,20240515_17.56_C9_1106_1032_F_VSA.tiff,Y,,,
2,9,Old,1106,1033,1033,F,5,Y,6:55:00 AM,,00:48,7:25:00 AM,30,26.7,6/5/2024,light,DT,6:07:00 AM,7:10:00 AM,01:03,"8"" x 10""",White,,,,11,20240605_06.07_C9_1106_1033_F_VSA.tiff,,,,20240605_06.07_C9_1106_1033_F_VSA.csv
2,9,Old,1106,1034,1034,F,1,,,,,,,,5/13/2024,light,TR,6:34:00 AM,8:00:00 AM,01:26,"8"" x 10""",White,,,,9,20240513_06.34_C9_1106_1034_F_VSA.tiff,,,,20240513_06.34_C9_1106_1034_F_VSA.csv
2,9,Old,1106,1034,1034,F,2,,,,,,,,5/14/2024,light,TR,6:09:00 AM,7:29:00 AM,01:20,"8"" x 10""",White,,,,18,20240514_06.09_C9_1106_1034_F_VSA.tiff,,,,20240514_06.09_C9_1106_1034_F_VSA.csv
2,9,Young,89,89_3,3,F,1,,,,,,,,5/9/2024,dark,TR,6:13:00 PM,7:43:00 PM,01:30,"8"" x 10""",White,,,,5,20240509_18.13_C9_089_03_F_VSA.tiff,Y,,,
2,9,Young,89,89_3,3,F,3,,,,,,,,5/10/2024,dark,NB,6:05:00 PM,7:35:00 PM,01:30,"8"" x 10""",White,,,,4,20240510_18.05_C9_089_03_F_VSA.tiff,,,,20240510_18.05_C9_089_03_F_VSA.csv
2,9,Young,89,89_3,3,F,2,,,,,,,,5/10/2024,light,TR,6:11:00 AM,7:41:00 AM,01:30,"8"" x 10""",White,,,,13,20240510_06.11_C9_089_03_F_VSA.tiff,,,,20240510_06.11_C9_089_03_F_VSA.csv
2,9,Young,89,89_3,3,F,4,,,,,,,,5/12/2024,dark,NB,6:15:00 PM,7:45:00 PM,01:30,"8"" x 10""",White,,,,10,20240512_18.15_C9_089_03_F_VSA.tiff,Y,,,
2,9,Young,89,89_3,3,F,5,,,,,,,,5/15/2024,light,TR,6:05:00 AM,7:35:00 AM,01:30,"8"" x 10""",White,,,,16,20240515_06.05_C9_089_03_F_VSA.tiff,,,,20240515_06.05_C9_089_03_F_VSA.csv
2,9,Young,89,89_3,3,F,6,Y,6:22:00 AM,,00:19,6:52:00 AM,30,25.1,6/6/2024,light,DT,6:03:00 AM,6:37:00 AM,00:34,"8"" x 10""",White,,,,7,20240606_06.03_C9_89_3_F_VSA.tiff,,Y,Y,20240606_06.03_C9_89_3_F_VSA_ps.csv
2,9,Young,89,89_4,4,F,1,,,,,,,,5/9/2024,dark,TR,6:14:00 PM,7:44:00 PM,01:30,"8"" x 10""",White,,,,11,20240509_18.14_C9_089_04_F_VSA.tiff,,,,20240509_18.14_C9_089_04_F_VSA.csv
2,9,Young,89,89_4,4,F,3,,,,,,,,5/10/2024,dark,NB,6:04:00 PM,7:34:00 PM,01:30,"8"" x 10""",White,,,,7,20240510_18.04_C9_089_04_F_VSA.tiff,,,,20240510_18.04_C9_089_04_F_VSA.csv
2,9,Young,89,89_4,4,F,2,,,,,,,,5/10/2024,light,TR,6:11:00 AM,7:41:00 AM,01:30,"8"" x 10""",White,,,,16,20240510_06.11_C9_089_04_F_VSA.tiff,,,,20240510_06.11_C9_089_04_F_VSA.csv
2,9,Young,89,89_4,4,F,4,,,,,,,,5/12/2024,dark,NB,6:15:00 PM,7:45:00 PM,01:30,"8"" x 10""",White,,,,12,20240512_18.15_C9_089_04_F_VSA.tiff,,,,20240512_18.15_C9_089_04_F_VSA.csv
2,9,Young,89,89_4,4,F,5,,,,,,,,5/15/2024,light,TR,6:05:00 AM,7:35:00 AM,01:30,"8"" x 10""",White,,,,13,20240515_06.05_C9_089_04_F_VSA.tiff,,,,20240515_06.05_C9_089_04_F_VSA.csv
