Round,Cohort,Age,Cage,Sex,numMice,Time,endDate,endTime,trialDur,cageType,Trial,segment,trialNum,trialType,fileName,TrueZero,Chewed,PhotoShop,CSV
1,6,Young,85,F,4,dark,10/28/2023,6:00:00 AM,12,home,10272023_85,D1,8,Ctrl,20231028_06.00_C6_085_F_home.tiff,,Y,Y,20231028_06.00_C6_085_F_home_ps.csv
1,6,Young,85,F,4,dark,10/28/2023,6:00:00 AM,12,latrine,10272023_85,D1,8,Ctrl,20231028_06.00_C6_085_F_latrine.tiff,,Y,Y,20231028_06.00_C6_085_F_latrine_ps.csv
2,8,Young,86,M,3,dark,4/22/2024,6:00:00 AM,12,latrine,,,1,Accl,20240422_06.00_C8_86_M_latrine.tiff,,Y,,20240422_06.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,light,4/22/2024,6:00:00 PM,12,latrine,,,1,Accl,20240422_18.00_C8_86_M_latrine.tiff,,,,20240422_18.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,dark,4/23/2024,6:00:00 AM,12,latrine,,,2,Accl,20240423_06.00_C8_86_M_latrine.tiff,,Y,,20240423_06.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,light,4/23/2024,6:00:00 PM,12,latrine,,,2,Accl,20240423_18.00_C8_86_M_latrine.tiff,,Y,,20240423_18.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,dark,4/24/2024,6:00:00 AM,12,latrine,04232024_86,D1,3,Record,20240424_06.00_C8_86_M_latrine.tiff,,Y,,20240424_06.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,light,4/24/2024,6:00:00 PM,12,latrine,04232024_86,L2,3,Record,20240424_18.00_C8_86_M_latrine.tiff,,Y,,20240424_18.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,dark,4/25/2024,6:00:00 AM,12,latrine,04232024_86,D2,4,Record,20240425_06.00_C8_86_M_latrine.tiff,,Y,,20240425_06.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,light,4/25/2024,6:00:00 PM,12,latrine,04232024_86,L3,4,Record,20240425_18.00_C8_86_M_latrine.tiff,,,,20240425_18.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,dark,4/26/2024,6:00:00 AM,12,home,04252024_86,D1,5,Ctrl,20240426_06.00_C8_86_M_home.tiff,,Y,Y,20240426_06.00_C8_86_M_home_ps.csv
2,8,Young,86,M,3,dark,4/26/2024,6:00:00 AM,12,latrine,04252024_86,D1,5,Ctrl,20240426_06.00_C8_86_M_latrine.tiff,,Y,,20240426_06.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,light,4/26/2024,6:00:00 PM,12,home,04252024_86,L2,5,Ctrl,20240426_18.00_C8_86_M_home.tiff,,Y,Y,20240426_18.00_C8_86_M_home_ps.csv
2,8,Young,86,M,3,light,4/26/2024,6:00:00 PM,12,latrine,04252024_86,L2,5,Ctrl,20240426_18.00_C8_86_M_latrine.tiff,,Y,,20240426_18.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,dark,4/27/2024,6:00:00 AM,12,home,04252024_86,D2,6,Ctrl,20240427_06.00_C8_86_M_home.tiff,,Y,Y,20240427_06.00_C8_86_M_home_ps.csv
2,8,Young,86,M,3,dark,4/27/2024,6:00:00 AM,12,latrine,04252024_86,D2,6,Ctrl,20240427_06.00_C8_86_M_latrine.tiff,,Y,,20240427_06.00_C8_86_M_latrine.csv
2,8,Young,86,M,3,light,4/27/2024,6:00:00 PM,12,home,04252024_86,L3,6,Ctrl,20240427_18.00_C8_86_M_home.tiff,,Y,Y,20240427_18.00_C8_86_M_home_ps.csv
2,8,Young,86,M,3,light,4/27/2024,6:00:00 PM,12,latrine,04252024_86,L3,6,Ctrl,20240427_18.00_C8_86_M_latrine.tiff,,Y,Y,20240427_18.00_C8_86_M_latrine_ps.csv
2,8,Young,87,M,3,dark,4/22/2024,6:00:00 AM,12,latrine,,,1,Accl,20240422_06.00_C8_87_M_latrine.tiff,,,,20240422_06.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,light,4/22/2024,6:00:00 PM,12,latrine,,,1,Accl,20240422_18.00_C8_87_M_latrine.tiff,Y,,,
2,8,Young,87,M,3,dark,4/23/2024,6:00:00 AM,12,latrine,,,2,Accl,20240423_06.00_C8_87_M_latrine.tiff,,,,20240423_06.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,light,4/23/2024,6:00:00 PM,12,latrine,,,2,Accl,20240423_18.00_C8_87_M_latrine.tiff,Y,,,
2,8,Young,87,M,3,dark,4/24/2024,6:00:00 AM,12,latrine,04232024_87,D1,3,Record,20240424_06.00_C8_87_M_latrine.tiff,,,,20240424_06.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,light,4/24/2024,6:00:00 PM,12,latrine,04232024_87,L2,3,Record,20240424_18.00_C8_87_M_latrine.tiff,Y,,,
2,8,Young,87,M,3,dark,4/25/2024,6:00:00 AM,12,latrine,04232024_87,D2,4,Record,20240425_06.00_C8_87_M_latrine.tiff,,,,20240425_06.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,light,4/25/2024,6:00:00 PM,12,latrine,04232024_87,L3,4,Record,20240425_18.00_C8_87_M_latrine.tiff,,,,20240425_18.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,dark,4/26/2024,6:00:00 AM,12,home,04252024_87,D1,5,Ctrl,20240426_06.00_C8_87_M_home.tiff,,Y,Y,20240426_06.00_C8_87_M_home_ps.csv
2,8,Young,87,M,3,dark,4/26/2024,6:00:00 AM,12,latrine,04252024_87,D1,5,Ctrl,20240426_06.00_C8_87_M_latrine.tiff,,,,20240426_06.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,light,4/26/2024,6:00:00 PM,12,home,04252024_87,L2,5,Ctrl,20240426_18.00_C8_87_M_home.tiff,,Y,Y,20240426_18.00_C8_87_M_home_ps.csv
2,8,Young,87,M,3,light,4/26/2024,6:00:00 PM,12,latrine,04252024_87,L2,5,Ctrl,20240426_18.00_C8_87_M_latrine.tiff,,,,20240426_18.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,dark,4/27/2024,6:00:00 AM,12,home,04252024_87,D2,6,Ctrl,20240427_06.00_C8_87_M_home.tiff,,Y,Y,20240427_06.00_C8_87_M_home_ps.csv
2,8,Young,87,M,3,dark,4/27/2024,6:00:00 AM,12,latrine,04252024_87,D2,6,Ctrl,20240427_06.00_C8_87_M_latrine.tiff,,,,20240427_06.00_C8_87_M_latrine.csv
2,8,Young,87,M,3,light,4/27/2024,6:00:00 PM,12,home,04252024_87,L3,6,Ctrl,20240427_18.00_C8_87_M_home.tiff,,,Y,20240427_18.00_C8_87_M_home_ps.csv
2,8,Young,87,M,3,light,4/27/2024,6:00:00 PM,12,latrine,04252024_87,L3,6,Ctrl,20240427_18.00_C8_87_M_latrine.tiff,,,,20240427_18.00_C8_87_M_latrine.csv
2,8,Young,88,F,3,dark,4/22/2024,6:00:00 AM,12,latrine,,,1,Accl,20240422_06.00_C8_88_F_latrine.tiff,,,,20240422_06.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,light,4/22/2024,6:00:00 PM,12,latrine,,,1,Accl,20240422_18.00_C8_88_F_latrine.tiff,,,,20240422_18.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,dark,4/23/2024,6:00:00 AM,12,latrine,,,2,Accl,20240423_06.00_C8_88_F_latrine.tiff,,Y,Y,20240423_06.00_C8_88_F_latrine_ps.csv
2,8,Young,88,F,3,light,4/23/2024,6:00:00 PM,12,latrine,,,2,Accl,20240423_18.00_C8_88_F_latrine.tiff,,,,20240423_18.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,dark,4/24/2024,6:00:00 AM,12,latrine,04232024_88,D1,3,Record,20240424_06.00_C8_88_F_latrine.tiff,,Y,,20240424_06.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,light,4/24/2024,6:00:00 PM,12,latrine,04232024_88,L2,3,Record,20240424_18.00_C8_88_F_latrine.tiff,,,,20240424_18.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,dark,4/25/2024,6:00:00 AM,12,latrine,04232024_88,D2,4,Record,20240425_06.00_C8_88_F_latrine.tiff,,Y,,20240425_06.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,light,4/25/2024,6:00:00 PM,12,latrine,04232024_88,L3,4,Record,20240425_18.00_C8_88_F_latrine.tiff,,Y,Y,20240425_18.00_C8_88_F_latrine_ps.csv
2,8,Young,88,F,3,dark,4/26/2024,6:00:00 AM,12,home,04252024_88,D1,5,Ctrl,20240426_06.00_C8_88_F_home.tiff,,Y,Y,20240426_06.00_C8_88_F_home_ps.csv
2,8,Young,88,F,3,dark,4/26/2024,6:00:00 AM,12,latrine,04252024_88,D1,5,Ctrl,20240426_06.00_C8_88_F_latrine.tiff,,Y,,20240426_06.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,light,4/26/2024,6:00:00 PM,12,home,04252024_88,L2,5,Ctrl,20240426_18.00_C8_88_F_home.tiff,,Y,Y,20240426_18.00_C8_88_F_home_ps.csv
2,8,Young,88,F,3,light,4/26/2024,6:00:00 PM,12,latrine,04252024_88,L2,5,Ctrl,20240426_18.00_C8_88_F_latrine.tiff,,Y,,20240426_18.00_C8_88_F_latrine.csv
2,8,Young,88,F,3,dark,4/27/2024,6:00:00 AM,12,home,04252024_88,D2,6,Ctrl,20240427_06.00_C8_88_F_home.tiff,,Y,Y,20240427_06.00_C8_88_F_home_ps.csv
2,8,Young,88,F,3,dark,4/27/2024,6:00:00 AM,12,latrine,04252024_88,D2,6,Ctrl,20240427_06.00_C8_88_F_latrine.tiff,,Y,Y,20240427_06.00_C8_88_F_latrine_ps.csv
2,8,Young,88,F,3,light,4/27/2024,6:00:00 PM,12,home,04252024_88,L3,6,Ctrl,20240427_18.00_C8_88_F_home.tiff,,Y,Y,20240427_18.00_C8_88_F_home_ps.csv
2,8,Young,88,F,3,light,4/27/2024,6:00:00 PM,12,latrine,04252024_88,L3,6,Ctrl,20240427_18.00_C8_88_F_latrine.tiff,,Y,Y,20240427_18.00_C8_88_F_latrine_ps.csv
2,9,Young,89,F,3,dark,4/29/2024,6:00:00 AM,12,latrine,,,1,Accl,20240429_06.00_C9_89_F_latrine.tiff,,,,20240429_06.00_C9_89_F_latrine.csv
2,9,Young,89,F,3,light,4/29/2024,6:00:00 PM,12,latrine,,,1,Accl,20240429_18.00_C9_89_F_latrine.tiff,Y,,,
2,9,Young,89,F,3,dark,4/30/2024,6:00:00 AM,12,latrine,,,2,Accl,20240430_06.00_C9_89_F_latrine.tiff,Y,Y,,20240430_06.00_C9_89_F_latrine.csv
2,9,Young,89,F,3,light,4/30/2024,6:00:00 PM,12,latrine,,,2,Accl,20240430_18.00_C9_89_F_latrine.tiff,Y,,,
2,9,Young,89,F,3,dark,5/1/2024,6:00:00 AM,12,latrine,04272024_89,D1,3,Record,20240501_06.00_C9_89_F_latrine.tiff,,,Y,20240501_06.00_C9_89_F_latrine_ps.csv
2,9,Young,89,F,3,light,5/1/2024,6:00:00 PM,12,latrine,04272024_89,L2,3,Record,20240501_18.00_C9_89_F_latrine.tiff,Y,,,
2,9,Young,89,F,3,dark,5/2/2024,6:00:00 AM,12,latrine,04272024_89,D2,4,Record,20240502_06.00_C9_89_F_latrine.tiff,,,Y,20240502_06.00_C9_89_F_latrine_ps.csv
2,9,Young,89,F,3,light,5/2/2024,6:00:00 PM,12,latrine,04272024_89,L3,4,Record,20240502_18.00_C9_89_F_latrine.tiff,,,,20240502_18.00_C9_89_F_latrine.csv
2,9,Young,89,F,3,dark,5/3/2024,6:00:00 AM,12,home,05022024_89,D1,5,Ctrl,20240503_06.00_C9_89_F_home.tiff,,Y,Y,20240503_06.00_C9_89_F_home_ps.csv
2,9,Young,89,F,3,dark,5/3/2024,6:00:00 AM,12,latrine,05022024_89,D1,5,Ctrl,20240503_06.00_C9_89_F_latrine.tiff,,Y,,20240503_06.00_C9_89_F_latrine.csv
2,9,Young,89,F,3,light,5/3/2024,6:00:00 PM,12,home,05022024_89,L2,5,Ctrl,20240503_18.00_C9_89_F_home.tiff,,,Y,20240503_18.00_C9_89_F_home_ps.csv
2,9,Young,89,F,3,light,5/3/2024,6:00:00 PM,12,latrine,05022024_89,L2,5,Ctrl,20240503_18.00_C9_89_F_latrine.tiff,,,,20240503_18.00_C9_89_F_latrine.csv
2,9,Young,89,F,3,dark,5/4/2024,6:00:00 AM,12,home,05022024_89,D2,6,Ctrl,20240504_06.00_C9_89_F_home.tiff,,Y,Y,20240504_06.00_C9_89_F_home_ps.csv
2,9,Young,89,F,3,dark,5/4/2024,6:00:00 AM,12,latrine,05022024_89,D2,6,Ctrl,20240504_06.00_C9_89_F_latrine.tiff,,Y,,20240504_06.00_C9_89_F_latrine.csv
2,9,Young,89,F,3,light,5/4/2024,6:00:00 PM,12,home,05022024_89,L3,6,Ctrl,20240504_18.00_C9_89_F_home.tiff,,Y,Y,20240504_18.00_C9_89_F_home_ps.csv
2,9,Young,89,F,3,light,5/4/2024,6:00:00 PM,12,latrine,05022024_89,L3,6,Ctrl,20240504_18.00_C9_89_F_latrine.tiff,,Y,,20240504_18.00_C9_89_F_latrine.csv
2,9,Old,90,M,3,dark,4/29/2024,6:00:00 AM,12,latrine,,,1,Accl,20240429_06.00_C9_90_M_latrine.tiff,,Y,,20240429_06.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,light,4/29/2024,6:00:00 PM,12,latrine,,,1,Accl,20240429_18.00_C9_90_M_latrine.tiff,,,,20240429_18.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,dark,4/30/2024,6:00:00 AM,12,latrine,,,2,Accl,20240430_06.00_C9_90_M_latrine.tiff,,Y,,20240430_06.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,light,4/30/2024,6:00:00 PM,12,latrine,,,2,Accl,20240430_18.00_C9_90_M_latrine.tiff,,,,20240430_18.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,dark,5/1/2024,6:00:00 AM,12,latrine,04272024_90,D1,3,Record,20240501_06.00_C9_90_M_latrine.tiff,,Y,,20240501_06.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,light,5/1/2024,6:00:00 PM,12,latrine,04272024_90,L2,3,Record,20240501_18.00_C9_90_M_latrine.tiff,,,,20240501_18.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,dark,5/2/2024,6:00:00 AM,12,latrine,04272024_90,D2,4,Record,20240502_06.00_C9_90_M_latrine.tiff,,Y,,20240502_06.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,light,5/2/2024,6:00:00 PM,12,latrine,04272024_90,L3,4,Record,20240502_18.00_C9_90_M_latrine.tiff,,,,20240502_18.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,dark,5/3/2024,6:00:00 AM,12,home,05022024_90,D1,5,Ctrl,20240503_06.00_C9_90_M_home.tiff,,Y,Y,20240503_06.00_C9_90_M_home_ps.csv
2,9,Old,90,M,3,dark,5/3/2024,6:00:00 AM,12,latrine,05022024_90,D1,5,Ctrl,20240503_06.00_C9_90_M_latrine.tiff,,Y,Y,20240503_06.00_C9_90_M_latrine_ps.csv
2,9,Old,90,M,3,light,5/3/2024,6:00:00 PM,12,home,05022024_90,L2,5,Ctrl,20240503_18.00_C9_90_M_home.tiff,,Y,Y,20240503_18.00_C9_90_M_home_ps.csv
2,9,Old,90,M,3,light,5/3/2024,6:00:00 PM,12,latrine,05022024_90,L2,5,Ctrl,20240503_18.00_C9_90_M_latrine.tiff,,,,20240503_18.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,dark,5/4/2024,6:00:00 AM,12,home,05022024_90,D2,6,Ctrl,20240504_06.00_C9_90_M_home.tiff,,Y,Y,20240504_06.00_C9_90_M_home_ps.csv
2,9,Old,90,M,3,dark,5/4/2024,6:00:00 AM,12,latrine,05022024_90,D2,6,Ctrl,20240504_06.00_C9_90_M_latrine.tiff,,,,20240504_06.00_C9_90_M_latrine.csv
2,9,Old,90,M,3,light,5/4/2024,6:00:00 PM,12,home,05022024_90,L3,6,Ctrl,20240504_18.00_C9_90_M_home.tiff,,Y,Y,20240504_18.00_C9_90_M_home_ps.csv
2,9,Old,90,M,3,light,5/4/2024,6:00:00 PM,12,latrine,05022024_90,L3,6,Ctrl,20240504_18.00_C9_90_M_latrine.tiff,,,,20240504_18.00_C9_90_M_latrine.csv
2,9,Old,1106,F,3,dark,4/29/2024,6:00:00 AM,12,latrine,,,1,Accl,20240429_06.00_C9_1106_F_latrine.tiff,Y,,,
2,9,Old,1106,F,3,light,4/29/2024,6:00:00 PM,12,latrine,,,1,Accl,20240429_18.00_C9_1106_F_latrine.tiff,Y,,,
2,9,Old,1106,F,3,dark,4/30/2024,6:00:00 AM,12,latrine,,,2,Accl,20240430_06.00_C9_1106_F_latrine.tiff,,Y,Y,20240430_06.00_C9_1106_F_latrine_ps.csv
2,9,Old,1106,F,3,light,4/30/2024,6:00:00 PM,12,latrine,,,2,Accl,20240430_18.00_C9_1106_F_latrine.tiff,Y,,,
2,9,Old,1106,F,3,dark,5/1/2024,6:00:00 AM,12,latrine,04272024_1106,D1,3,Record,20240501_06.00_C9_1106_F_latrine.tiff,,,,20240501_06.00_C9_1106_F_latrine.csv
2,9,Old,1106,F,3,light,5/1/2024,6:00:00 PM,12,latrine,04272024_1106,L2,3,Record,20240501_18.00_C9_1106_F_latrine.tiff,Y,,,
2,9,Old,1106,F,3,dark,5/2/2024,6:00:00 AM,12,latrine,04272024_1106,D2,4,Record,20240502_06.00_C9_1106_F_latrine.tiff,,Y,Y,20240502_06.00_C9_1106_F_latrine_ps.csv
2,9,Old,1106,F,3,light,5/2/2024,6:00:00 PM,12,latrine,04272024_1106,L3,4,Record,20240502_18.00_C9_1106_F_latrine.tiff,,,,20240502_18.00_C9_1106_F_latrine.csv
2,9,Old,1106,F,3,dark,5/3/2024,6:00:00 AM,12,home,05022024_1106,D1,5,Ctrl,20240503_06.00_C9_1106_F_home.tiff,,Y,Y,20240503_06.00_C9_1106_F_home_ps.csv
2,9,Old,1106,F,3,dark,5/3/2024,6:00:00 AM,12,latrine,05022024_1106,D1,5,Ctrl,20240503_06.00_C9_1106_F_latrine.tiff,,Y,,20240503_06.00_C9_1106_F_latrine.csv
2,9,Old,1106,F,3,light,5/3/2024,6:00:00 PM,12,home,05022024_1106,L2,5,Ctrl,20240503_18.00_C9_1106_F_home.tiff,,Y,Y,20240503_18.00_C9_1106_F_home_ps.csv
2,9,Old,1106,F,3,light,5/3/2024,6:00:00 PM,12,latrine,05022024_1106,L2,5,Ctrl,20240503_18.00_C9_1106_F_latrine.tiff,,,,20240503_18.00_C9_1106_F_latrine.csv
2,9,Old,1106,F,3,dark,5/4/2024,6:00:00 AM,12,home,05022024_1106,D2,6,Ctrl,20240504_06.00_C9_1106_F_home.tiff,,Y,Y,20240504_06.00_C9_1106_F_home_ps.csv
2,9,Old,1106,F,3,dark,5/4/2024,6:00:00 AM,12,latrine,05022024_1106,D2,6,Ctrl,20240504_06.00_C9_1106_F_latrine.tiff,,Y,Y,20240504_06.00_C9_1106_F_latrine_ps.csv
2,9,Old,1106,F,3,light,5/4/2024,6:00:00 PM,12,home,05022024_1106,L3,6,Ctrl,20240504_18.00_C9_1106_F_home.tiff,,Y,Y,20240504_18.00_C9_1106_F_home_ps.csv
2,9,Old,1106,F,3,light,5/4/2024,6:00:00 PM,12,latrine,05022024_1106,L3,6,Ctrl,20240504_18.00_C9_1106_F_latrine.tiff,,,,20240504_18.00_C9_1106_F_latrine.csv
2,10,Old,91,M,3,dark,5/5/2024,6:00:00 AM,12,latrine,,,1,Accl,20240505_06.00_C10_91_M_latrine.tiff,,Y,,20240505_06.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,light,5/5/2024,6:00:00 PM,12,latrine,,,1,Accl,20240505_18.00_C10_91_M_latrine.tiff,,,,20240505_18.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,dark,5/6/2024,6:00:00 AM,12,latrine,,,2,Accl,20240506_06.00_C10_91_M_latrine.tiff,,Y,Y,20240506_06.00_C10_91_M_latrine_ps.csv
2,10,Old,91,M,3,light,5/6/2024,6:00:00 PM,12,latrine,,,2,Accl,20240506_18.00_C10_91_M_latrine.tiff,,,,20240506_18.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,dark,5/7/2024,6:00:00 AM,12,latrine,05062024_91,D1,3,Record,20240507_06.00_C10_91_M_latrine.tiff,,Y,,20240507_06.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,light,5/7/2024,6:00:00 PM,12,latrine,05062024_91,L2,3,Record,20240507_18.00_C10_91_M_latrine.tiff,,,,20240507_18.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,dark,5/8/2024,6:00:00 AM,12,latrine,05062024_91,D2,4,Record,20240508_06.00_C10_91_M_latrine.tiff,,,,20240508_06.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,light,5/8/2024,6:00:00 PM,12,latrine,05062024_91,L3,4,Record,20240508_18.00_C10_91_M_latrine.tiff,,,,20240508_18.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,dark,5/9/2024,6:00:00 AM,12,home,05082024_91,D1,5,Ctrl,20240509_06.00_C10_91_M_home.tiff,,Y,Y,20240509_06.00_C10_91_M_home_ps.csv
2,10,Old,91,M,3,dark,5/9/2024,6:00:00 AM,12,latrine,05082024_91,D1,5,Ctrl,20240509_06.00_C10_91_M_latrine.tiff,,Y,,20240509_06.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,light,5/9/2024,6:00:00 PM,12,home,05082024_91,L2,5,Ctrl,20240509_18.00_C10_91_M_home.tiff,,,Y,20240509_18.00_C10_91_M_home_ps.csv
2,10,Old,91,M,3,light,5/9/2024,6:00:00 PM,12,latrine,05082024_91,L2,5,Ctrl,20240509_18.00_C10_91_M_latrine.tiff,,,,20240509_18.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,dark,5/10/2024,6:00:00 AM,12,home,05082024_91,D2,6,Ctrl,20240510_06.00_C10_91_M_home.tiff,,Y,Y,20240510_06.00_C10_91_M_home_ps.csv
2,10,Old,91,M,3,dark,5/10/2024,6:00:00 AM,12,latrine,05082024_91,D2,6,Ctrl,20240510_06.00_C10_91_M_latrine.tiff,,Y,,20240510_06.00_C10_91_M_latrine.csv
2,10,Old,91,M,3,light,5/10/2024,6:00:00 PM,12,home,05082024_91,L3,6,Ctrl,20240510_18.00_C10_91_M_home.tiff,,Y,Y,20240510_18.00_C10_91_M_home_ps.csv
2,10,Old,91,M,3,light,5/10/2024,6:00:00 PM,12,latrine,05082024_91,L3,6,Ctrl,20240510_18.00_C10_91_M_latrine.tiff,,,,20240510_18.00_C10_91_M_latrine.csv
2,10,Old,92,M,3,dark,5/5/2024,6:00:00 AM,12,latrine,,,1,Accl,20240505_06.00_C10_92_M_latrine.tiff,,Y,,20240505_06.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,light,5/5/2024,6:00:00 PM,12,latrine,,,1,Accl,20240505_18.00_C10_92_M_latrine.tiff,,,,20240505_18.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,dark,5/6/2024,6:00:00 AM,12,latrine,,,2,Accl,20240506_06.00_C10_92_M_latrine.tiff,,Y,,20240506_06.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,light,5/6/2024,6:00:00 PM,12,latrine,,,2,Accl,20240506_18.00_C10_92_M_latrine.tiff,,,,20240506_18.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,dark,5/7/2024,6:00:00 AM,12,latrine,05062024_92,D1,3,Record,20240507_06.00_C10_92_M_latrine.tiff,,,,20240507_06.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,light,5/7/2024,6:00:00 PM,12,latrine,05062024_92,L2,3,Record,20240507_18.00_C10_92_M_latrine.tiff,,Y,,20240507_18.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,dark,5/8/2024,6:00:00 AM,12,latrine,05062024_92,D2,4,Record,20240508_06.00_C10_92_M_latrine.tiff,,Y,,20240508_06.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,light,5/8/2024,6:00:00 PM,12,latrine,05062024_92,L3,4,Record,20240508_18.00_C10_92_M_latrine.tiff,,,,20240508_18.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,dark,5/9/2024,6:00:00 AM,12,home,05082024_92,D1,5,Ctrl,20240509_06.00_C10_92_M_home.tiff,,Y,Y,20240509_06.00_C10_92_M_home_ps.csv
2,10,Old,92,M,3,dark,5/9/2024,6:00:00 AM,12,latrine,05082024_92,D1,5,Ctrl,20240509_06.00_C10_92_M_latrine.tiff,,Y,,20240509_06.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,light,5/9/2024,6:00:00 PM,12,home,05082024_92,L2,5,Ctrl,20240509_18.00_C10_92_M_home.tiff,,,Y,20240509_18.00_C10_92_M_home_ps.csv
2,10,Old,92,M,3,light,5/9/2024,6:00:00 PM,12,latrine,05082024_92,L2,5,Ctrl,20240509_18.00_C10_92_M_latrine.tiff,,,,20240509_18.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,dark,5/10/2024,6:00:00 AM,12,home,05082024_92,D2,6,Ctrl,20240510_06.00_C10_92_M_home.tiff,,Y,,20240510_06.00_C10_92_M_home.csv
2,10,Old,92,M,3,dark,5/10/2024,6:00:00 AM,12,latrine,05082024_92,D2,6,Ctrl,20240510_06.00_C10_92_M_latrine.tiff,,Y,,20240510_06.00_C10_92_M_latrine.csv
2,10,Old,92,M,3,light,5/10/2024,6:00:00 PM,12,home,05082024_92,L3,6,Ctrl,20240510_18.00_C10_92_M_home.tiff,,,Y,20240510_18.00_C10_92_M_home_ps.csv
2,10,Old,92,M,3,light,5/10/2024,6:00:00 PM,12,latrine,05082024_92,L3,6,Ctrl,20240510_18.00_C10_92_M_latrine.tiff,,,,20240510_18.00_C10_92_M_latrine.csv
2,10,Old,93,F,3,dark,5/5/2024,6:00:00 AM,12,latrine,,,1,Accl,20240505_06.00_C10_93_F_latrine.tiff,Y,,,
2,10,Old,93,F,3,light,5/5/2024,6:00:00 PM,12,latrine,,,1,Accl,20240505_18.00_C10_93_F_latrine.tiff,Y,,,
2,10,Old,93,F,3,dark,5/6/2024,6:00:00 AM,12,latrine,,,2,Accl,20240506_06.00_C10_93_F_latrine.tiff,,Y,Y,20240506_06.00_C10_93_F_latrine_ps.csv
2,10,Old,93,F,3,light,5/6/2024,6:00:00 PM,12,latrine,,,2,Accl,20240506_18.00_C10_93_F_latrine.tiff,Y,,,
2,10,Old,93,F,3,dark,5/7/2024,6:00:00 AM,12,latrine,05062024_93,D1,3,Record,20240507_06.00_C10_93_F_latrine.tiff,,Y,Y,20240507_06.00_C10_93_F_latrine_ps.csv
2,10,Old,93,F,3,light,5/7/2024,6:00:00 PM,12,latrine,05062024_93,L2,3,Record,20240507_18.00_C10_93_F_latrine.tiff,,,Y,20240507_18.00_C10_93_F_latrine_ps.csv
2,10,Old,93,F,3,dark,5/8/2024,6:00:00 AM,12,latrine,05062024_93,D2,4,Record,20240508_06.00_C10_93_F_latrine.tiff,,Y,Y,20240508_06.00_C10_93_F_latrine_ps.csv
2,10,Old,93,F,3,light,5/8/2024,6:00:00 PM,12,latrine,05062024_93,L3,4,Record,20240508_18.00_C10_93_F_latrine.tiff,,,,20240508_18.00_C10_93_F_latrine.csv
2,10,Old,93,F,3,dark,5/9/2024,6:00:00 AM,12,home,05082024_93,D1,5,Ctrl,20240509_06.00_C10_93_F_home.tiff,,Y,Y,20240509_06.00_C10_93_F_home_ps.csv
